loan_id,orig_balance,current_balance,coupon,fico,ltv,dti,seasoning_mo,remaining_term_mo,state,property_type,originator,servicer,base_cpr,base_cdr
L100192,212327.34,205256.58,6.905,660,80.9,25.4,36,324,NC,SFR,Meridian Home Loans,Summit Loan Servicing,0.06474999999999999,0.012383333333333335
L100193,404944.58,396777.78,5.897,717,62.0,34.2,19,341,FL,SFR,Coastal Mortgage Co,Northgate Servicing,0.09492833333333332,0.008
L100194,164807.6,163291.27,7.395,725,89.3,32.4,3,177,OH,SFR,Highline Capital,Northgate Servicing,0.06,0.008
L100195,177521.24,169485.8,5.832,613,63.9,34.9,40,320,IL,Condo,Apex Funding,Summit Loan Servicing,0.10840000000000001,0.016016666666666665
L100196,304115.97,268144.09,6.547,705,77.4,42.8,33,147,IL,SFR,Coastal Mortgage Co,Northgate Servicing,0.08265000000000002,0.008693333333333334
L100197,211480.53,189303.46,5.236,716,54.3,40.4,27,153,IL,Condo,Highline Capital,Summit Loan Servicing,0.13938,0.008
L100198,242366.75,234115.38,5.47,703,49.5,30.0,29,331,FL,2-4 Unit,Highline Capital,Northgate Servicing,0.13395,0.008
L100199,229301.95,229092.48,6.446,670,77.8,37.1,1,359,NY,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.06092333333333333,0.011853333333333334
L100200,273252.37,267472.46,6.731,685,64.3,47.9,23,337,TX,SFR,Highline Capital,Northgate Servicing,0.07031166666666668,0.009723333333333334
L100201,397368.23,392893.06,4.868,705,50.1,29.3,9,351,IL,Condo,Apex Funding,Summit Loan Servicing,0.09197999999999999,0.008
L100202,250622.9,243467.06,6.848,720,80.5,37.2,31,329,IL,SFR,Highline Capital,Summit Loan Servicing,0.06760000000000001,0.008
L100203,304181.12,288433.84,5.663,748,97.0,34.5,44,316,NY,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.12685,0.008
L100204,118472.93,116125.12,7.552,774,90.7,35.5,25,335,WA,SFR,Highline Capital,Summit Loan Servicing,0.06,0.008
L100205,238696.6,231410.15,6.083,699,70.9,23.0,29,331,TX,Condo,Meridian Home Loans,Pier Asset Mgmt,0.10432166666666666,0.008
L100206,180749.87,173814.77,5.389,690,74.1,47.3,32,328,WA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.14055,0.010163333333333333
L100207,158485.03,151347.97,6.468,739,84.7,29.8,44,316,OH,SFR,Highline Capital,Northgate Servicing,0.0866,0.008
L100208,178554.06,178167.77,5.575,749,87.5,44.2,2,358,CA,SFR,Meridian Home Loans,Northgate Servicing,0.06475,0.008
L100209,216004.99,205814.75,7.542,691,69.9,31.0,15,165,AZ,SFR,Apex Funding,Northgate Servicing,0.06,0.008556666666666667
L100210,334558.12,330418.47,6.4,758,74.4,31.0,13,347,FL,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.073,0.008
L100211,152628.56,133591.48,6.263,769,77.6,45.7,34,146,CA,SFR,Meridian Home Loans,Summit Loan Servicing,0.09685,0.008
L100212,245418.7,240651.36,6.933,786,80.6,44.0,22,338,OH,Condo,Meridian Home Loans,Northgate Servicing,0.062456666666666674,0.008
L100213,204953.97,195924.52,5.496,813,72.4,37.7,37,323,TX,Condo,Apex Funding,Northgate Servicing,0.1352,0.008
L100214,216493.2,210487.6,5.24,667,72.6,42.1,23,337,FL,SFR,Apex Funding,Summit Loan Servicing,0.12746666666666667,0.011966666666666667
L100215,344884.63,329394.29,6.768,716,90.6,33.7,46,314,CA,Condo,Apex Funding,Northgate Servicing,0.07160000000000001,0.008306666666666667
L100216,293120.89,280014.19,5.41,716,88.5,35.9,37,323,TX,Condo,Meridian Home Loans,Pier Asset Mgmt,0.1395,0.008243333333333333
L100217,387739.63,387307.99,5.41,710,79.7,30.7,1,359,CA,2-4 Unit,Coastal Mortgage Co,Summit Loan Servicing,0.06265,0.008
L100218,230020.34,220131.42,7.153,679,94.6,43.2,47,313,OH,SFR,Meridian Home Loans,Summit Loan Servicing,0.06,0.01304
L100219,190312.0,159250.6,6.873,633,69.4,30.5,45,135,CA,SFR,Meridian Home Loans,Northgate Servicing,0.05634999999999999,0.014273333333333336
L100220,224504.14,223731.37,5.272,720,93.5,47.9,3,357,AZ,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.06863999999999999,0.009143333333333333
L100221,264308.93,246020.15,5.843,673,80.5,33.5,19,161,TX,SFR,Apex Funding,Summit Loan Servicing,0.09663833333333333,0.011583333333333334
L100222,258280.29,244050.99,5.587,720,97.0,36.2,46,314,WA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.13065000000000002,0.008713333333333333
L100223,166119.75,144194.93,7.999,671,59.7,42.1,40,140,OH,SFR,Meridian Home Loans,Summit Loan Servicing,0.06,0.010276666666666667
L100224,250614.56,245774.15,7.215,655,65.7,36.2,23,337,NC,SFR,Meridian Home Loans,Summit Loan Servicing,0.049999999999999996,0.012083333333333335
L100225,262992.27,237989.23,6.021,728,79.0,33.6,26,154,OH,SFR,Coastal Mortgage Co,Northgate Servicing,0.10242333333333334,0.008
L100226,586023.94,585044.94,6.919,723,78.8,35.8,2,358,FL,Condo,Coastal Mortgage Co,Northgate Servicing,0.06027,0.008
L100227,468314.62,452762.78,5.179,747,97.0,43.2,27,333,AZ,SFR,Highline Capital,Northgate Servicing,0.141945,0.008
L100228,180117.52,173682.04,5.795,820,66.0,30.7,32,328,FL,Condo,Apex Funding,Northgate Servicing,0.12025,0.008
L100229,219567.68,216039.09,6.494,730,84.9,35.0,17,343,NC,SFR,Highline Capital,Summit Loan Servicing,0.07433666666666668,0.008
L100230,145480.2,143546.62,6.807,742,87.9,36.1,15,345,WA,Condo,Meridian Home Loans,Pier Asset Mgmt,0.064825,0.008
L100231,197452.35,189461.94,6.312,656,82.5,42.9,39,321,AZ,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.08439999999999999,0.014110000000000001
L100232,271159.3,265577.37,6.623,644,62.5,35.2,22,338,FL,SFR,Meridian Home Loans,Northgate Servicing,0.06382333333333333,0.012796666666666668
L100233,370292.59,365771.83,6.471,802,90.9,50.5,13,347,AZ,SFR,Meridian Home Loans,Summit Loan Servicing,0.07146166666666666,0.008
L100234,188117.24,184759.97,6.253,664,88.8,34.7,18,342,OH,SFR,Highline Capital,Northgate Servicing,0.08241,0.013393333333333333
L100235,193116.47,188344.11,6.133,658,81.2,34.1,24,336,OH,Multifamily,Coastal Mortgage Co,Northgate Servicing,0.08468,0.013193333333333335
L100236,114513.6,112990.87,6.016,713,76.5,34.6,13,347,AZ,SFR,Apex Funding,Northgate Servicing,0.08132,0.008
L100237,229364.32,223472.41,6.609,710,76.7,25.5,27,333,AZ,SFR,Coastal Mortgage Co,Northgate Servicing,0.077595,0.008
L100238,167402.26,142626.43,6.77,665,73.1,27.7,41,139,AZ,SFR,Meridian Home Loans,Summit Loan Servicing,0.07150000000000002,0.011256666666666665
L100239,201732.17,176340.38,6.579,698,81.7,31.8,35,145,AZ,SFR,Highline Capital,Summit Loan Servicing,0.08105000000000001,0.00909
L100240,178634.79,171328.06,5.339,783,74.4,45.1,11,169,TX,SFR,Apex Funding,Pier Asset Mgmt,0.09045166666666665,0.008
L100241,234921.83,214530.01,5.501,671,63.8,35.7,23,157,OH,Condo,Apex Funding,Northgate Servicing,0.11746166666666666,0.01026
L100242,131241.58,128092.75,6.759,638,61.4,32.1,26,334,TX,SFR,Apex Funding,Northgate Servicing,0.060443333333333314,0.013080000000000001
L100243,145296.85,141647.4,7.725,767,65.0,45.8,32,328,GA,2-4 Unit,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L100244,511568.35,493361.39,6.537,742,76.7,48.4,36,324,NY,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.08315,0.008
L100245,154724.61,150999.82,6.029,681,73.7,46.0,23,337,FL,SFR,Highline Capital,Northgate Servicing,0.09722166666666668,0.010936666666666667
L100246,165400.49,163114.99,6.602,628,76.6,29.2,15,345,FL,Condo,Meridian Home Loans,Pier Asset Mgmt,0.05994999999999998,0.015406666666666666
L100247,461815.04,444653.01,5.377,674,80.0,32.0,31,329,CA,Condo,Coastal Mortgage Co,Northgate Servicing,0.14115,0.011333333333333334
L100248,671167.16,658895.84,7.578,712,66.5,50.5,6,174,IL,2-4 Unit,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L100249,161127.57,156115.18,6.568,779,91.6,37.9,32,328,IL,SFR,Apex Funding,Northgate Servicing,0.08160000000000002,0.008
L100250,213440.39,202912.91,5.797,658,70.8,33.9,43,317,IL,SFR,Highline Capital,Pier Asset Mgmt,0.11015000000000001,0.01214
L100251,273633.38,264003.3,6.25,710,68.8,41.7,34,326,CA,Condo,Highline Capital,Pier Asset Mgmt,0.0975,0.008
L100252,444650.64,434742.12,5.926,752,79.8,44.1,21,339,NC,SFR,Apex Funding,Northgate Servicing,0.09759,0.008
L100253,171888.28,166357.27,7.581,584,52.0,31.4,39,321,TX,2-4 Unit,Meridian Home Loans,Pier Asset Mgmt,0.049999999999999996,0.017493333333333333
L100254,222827.4,216922.73,6.218,772,64.5,37.8,26,334,OH,SFR,Highline Capital,Summit Loan Servicing,0.09388666666666667,0.008
L100255,318719.97,310757.53,6.54,650,85.8,43.4,26,334,CA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06993333333333333,0.015073333333333333
L100256,282707.51,241288.31,6.916,733,53.2,26.7,41,139,CA,Condo,Coastal Mortgage Co,Northgate Servicing,0.06419999999999998,0.008
L100257,212850.51,205200.46,5.733,729,87.4,36.1,10,170,NY,Condo,Highline Capital,Summit Loan Servicing,0.08111666666666667,0.008
L100258,231691.49,200676.75,6.574,775,92.1,27.1,37,143,IL,2-4 Unit,Coastal Mortgage Co,Pier Asset Mgmt,0.08130000000000001,0.008
L100259,150059.4,145457.87,6.647,745,69.6,28.1,32,328,WA,2-4 Unit,Coastal Mortgage Co,Summit Loan Servicing,0.07764999999999998,0.008
L100260,223382.13,216326.78,5.001,584,77.5,31.5,25,335,GA,SFR,Highline Capital,Northgate Servicing,0.13329166666666664,0.02005
L100261,221187.13,220400.36,6.627,672,87.4,39.8,4,356,NY,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06248666666666666,0.012793333333333334
L100262,263355.33,228625.04,6.359,723,68.4,33.4,36,144,OH,Multifamily,Apex Funding,Summit Loan Servicing,0.09204999999999999,0.008
L100263,199912.58,197876.49,6.517,704,84.4,30.8,11,349,FL,SFR,Meridian Home Loans,Summit Loan Servicing,0.06885499999999999,0.008693333333333334
L100264,286369.58,273721.86,6.432,741,65.9,36.4,43,317,OH,SFR,Highline Capital,Northgate Servicing,0.08839999999999998,0.008
L100265,346088.75,333236.51,6.633,758,68.3,26.8,38,322,IL,2-4 Unit,Coastal Mortgage Co,Pier Asset Mgmt,0.07835,0.008
L100266,256375.97,252834.9,7.604,748,64.4,39.4,18,342,NY,SFR,Apex Funding,Summit Loan Servicing,0.06,0.008
L100267,274612.07,267807.36,5.338,703,78.1,45.1,21,339,NY,Multifamily,Apex Funding,Summit Loan Servicing,0.11817,0.009116666666666667
L100268,247361.07,246875.95,6.092,613,87.9,35.4,2,358,CA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.05302666666666666,0.01845
L100269,242808.79,237697.54,7.0,690,71.8,34.4,24,336,NC,2-4 Unit,Coastal Mortgage Co,Northgate Servicing,0.06,0.009073333333333333
L100270,188613.4,188131.35,6.833,738,58.7,39.0,3,357,GA,SFR,Meridian Home Loans,Pier Asset Mgmt,0.060835,0.008
L100271,271243.71,258858.07,6.813,655,61.0,19.8,47,313,NC,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.05935000000000001,0.01052
L100272,234673.32,230111.04,8.878,750,78.7,40.3,31,329,NC,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L100273,505149.1,485322.27,6.953,765,96.1,55.0,12,168,CA,SFR,Coastal Mortgage Co,Northgate Servicing,0.060939999999999994,0.008
L100274,421120.47,407559.06,7.418,722,78.7,35.0,38,322,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L100275,277908.25,277638.09,6.124,580,69.4,35.0,1,359,GA,Multifamily,Apex Funding,Northgate Servicing,0.05146,0.019873333333333333
L100276,185893.64,180294.86,5.506,645,83.2,41.9,26,334,NC,Multifamily,Highline Capital,Pier Asset Mgmt,0.11474,0.015213333333333334
L100277,164498.38,163525.28,6.117,819,71.1,49.2,6,354,CA,Multifamily,Highline Capital,Pier Asset Mgmt,0.06883,0.008
L100278,368390.96,367487.08,7.041,685,69.5,43.8,3,357,AZ,SFR,Highline Capital,Pier Asset Mgmt,0.06,0.00997
L100279,266189.1,255579.72,6.766,606,62.5,18.8,12,168,NC,SFR,Apex Funding,Northgate Servicing,0.05468,0.015503333333333334
L100280,287233.34,283650.5,6.763,783,90.9,40.5,14,346,NY,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06553,0.008
L100281,131846.67,127020.44,6.207,716,43.5,55.0,35,325,WA,SFR,Apex Funding,Northgate Servicing,0.09965000000000002,0.008
L100282,335911.65,320498.8,6.064,776,83.6,41.0,42,318,NC,SFR,Meridian Home Loans,Northgate Servicing,0.1068,0.008
L100283,284658.96,273645.58,6.238,730,68.4,26.8,37,323,WA,SFR,Highline Capital,Pier Asset Mgmt,0.09809999999999998,0.008
L100284,164612.46,159439.46,7.052,740,69.1,38.3,35,325,OH,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.008
L100285,205863.03,201086.13,7.157,735,94.3,25.8,27,333,FL,SFR,Meridian Home Loans,Pier Asset Mgmt,0.06,0.008
L100286,266279.3,260817.66,5.494,753,65.4,45.9,18,342,WA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.10518000000000001,0.008
L100287,247301.47,237700.74,7.086,820,65.8,28.4,12,168,AZ,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L100288,219200.06,207862.07,5.814,768,72.4,36.6,45,315,TX,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.11929999999999999,0.008
L100289,234164.49,214070.4,6.822,628,79.0,29.1,25,155,AZ,2-4 Unit,Meridian Home Loans,Pier Asset Mgmt,0.057416666666666664,0.01564
L100290,222305.52,216181.93,6.227,740,68.7,31.6,27,333,IL,Multifamily,Meridian Home Loans,Summit Loan Servicing,0.09478499999999998,0.008
L100291,256118.85,255940.22,7.809,778,55.1,47.9,1,359,OH,SFR,Coastal Mortgage Co,Northgate Servicing,0.06,0.008
L100292,406371.15,374020.12,6.024,781,63.6,36.8,22,158,TX,Multifamily,Coastal Mortgage Co,Pier Asset Mgmt,0.09578666666666666,0.008
L100293,98880.72,95695.63,6.561,692,89.4,31.5,33,327,FL,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.08195,0.010440000000000001
L100294,223485.63,218733.29,6.946,779,74.9,26.8,24,336,NY,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06216000000000001,0.008
L100295,258274.78,249701.0,5.613,766,79.4,21.0,29,331,IL,SFR,Coastal Mortgage Co,Northgate Servicing,0.1270383333333333,0.008
L100296,269304.48,258448.74,6.334,820,70.9,26.0,39,321,NC,SFR,Highline Capital,Pier Asset Mgmt,0.09330000000000002,0.008
L100297,213166.73,211716.93,6.16,674,66.1,36.9,2,178,FL,SFR,Highline Capital,Pier Asset Mgmt,0.0628,0.01027
L100298,131287.83,109600.95,5.938,687,94.1,43.8,43,137,AZ,SFR,Meridian Home Loans,Summit Loan Servicing,0.1131,0.01223
L100299,272337.78,260703.19,6.004,698,71.7,31.5,39,321,CA,SFR,Meridian Home Loans,Pier Asset Mgmt,0.10980000000000002,0.00807
L100300,444440.99,415714.71,7.401,688,68.7,48.6,20,160,NY,2-4 Unit,Meridian Home Loans,Pier Asset Mgmt,0.06,0.00991
L100301,141938.41,136242.64,5.861,666,87.2,30.3,36,324,NC,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.11695000000000001,0.012740000000000001
L100302,328515.67,327409.76,6.91,580,65.3,34.1,4,356,FL,SFR,Apex Funding,Summit Loan Servicing,0.05059999999999999,0.019403333333333335
L100303,216428.64,213483.54,6.683,691,66.9,27.4,15,345,IL,Multifamily,Coastal Mortgage Co,Summit Loan Servicing,0.067925,0.008016666666666667
L100304,237645.77,235959.35,5.143,735,74.1,43.9,6,354,NC,Multifamily,Meridian Home Loans,Summit Loan Servicing,0.07857,0.008
L100305,167960.74,163349.5,6.867,688,74.0,52.8,30,330,FL,Condo,Meridian Home Loans,Pier Asset Mgmt,0.06665,0.01072
L100306,215979.84,204649.89,5.128,820,77.1,21.9,41,319,WA,Condo,Apex Funding,Northgate Servicing,0.15360000000000001,0.008
L100307,382703.42,344573.08,6.965,716,97.0,33.2,29,151,OH,Multifamily,Coastal Mortgage Co,Pier Asset Mgmt,0.06169166666666667,0.008913333333333334
L100308,297726.14,286662.33,5.944,786,78.0,46.1,34,326,WA,SFR,Meridian Home Loans,Summit Loan Servicing,0.11280000000000001,0.008
L100309,445213.43,442298.97,6.408,729,45.5,24.4,7,353,IL,2-4 Unit,Apex Funding,Northgate Servicing,0.06690666666666666,0.008
L100310,366624.76,346217.93,5.235,760,77.9,40.5,44,316,NY,SFR,Apex Funding,Pier Asset Mgmt,0.14825,0.008
L100311,283135.35,280517.46,6.51,730,74.5,45.8,10,350,WA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06816666666666667,0.008
L100312,447028.26,437619.45,7.234,790,74.5,36.6,25,335,AZ,SFR,Highline Capital,Summit Loan Servicing,0.06,0.008
L100313,283126.08,272443.16,5.674,718,77.0,40.4,33,327,AZ,SFR,Highline Capital,Northgate Servicing,0.12629999999999997,0.008
L100314,324420.52,309388.26,5.854,742,73.7,50.1,41,319,TX,SFR,Meridian Home Loans,Northgate Servicing,0.11729999999999999,0.008
L100315,218862.76,209582.77,6.809,735,73.4,51.6,44,316,OH,SFR,Highline Capital,Northgate Servicing,0.06954999999999999,0.008
L100316,248523.09,223514.04,6.832,699,81.4,35.5,29,151,GA,SFR,Meridian Home Loans,Northgate Servicing,0.06812,0.009206666666666667
L100317,190213.36,182460.4,4.209,737,67.5,31.7,28,332,AZ,SFR,Coastal Mortgage Co,Northgate Servicing,0.1902466666666667,0.008
L100318,343298.08,338588.64,8.214,820,62.6,28.6,20,340,OH,SFR,Highline Capital,Pier Asset Mgmt,0.06,0.008
L100319,160748.09,145824.75,6.876,700,97.0,43.8,27,153,TX,2-4 Unit,Highline Capital,Summit Loan Servicing,0.06557999999999999,0.01122
L100320,319279.64,310147.1,7.027,738,65.4,25.0,32,328,CA,SFR,Meridian Home Loans,Summit Loan Servicing,0.06,0.008
L100321,227128.71,219926.04,6.271,784,75.2,34.0,31,329,CA,Condo,Meridian Home Loans,Northgate Servicing,0.09645000000000001,0.008
L100322,365834.56,352187.26,4.73,778,56.1,36.8,28,332,NC,SFR,Meridian Home Loans,Northgate Servicing,0.16593333333333332,0.008
L100323,315780.98,310023.78,7.007,716,75.4,32.0,21,339,WA,2-4 Unit,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L100324,459193.13,454421.23,5.891,584,62.8,38.2,10,350,CA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06848333333333333,0.019026666666666664
L100325,313567.88,312775.37,6.89,743,68.7,55.0,3,357,TX,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06055,0.008
L100326,140054.36,137236.52,6.203,593,86.5,35.0,20,340,IL,SFR,Coastal Mortgage Co,Northgate Servicing,0.07656666666666666,0.020283333333333334
L100327,237178.05,232989.67,6.614,796,79.7,32.5,19,341,NY,Multifamily,Apex Funding,Pier Asset Mgmt,0.07222333333333333,0.008
L100328,161102.72,155839.34,5.703,724,80.8,44.1,29,331,TX,Multifamily,Highline Capital,Pier Asset Mgmt,0.12268833333333333,0.008
L100329,202521.65,194689.57,7.178,770,52.7,37.9,43,317,NC,Condo,Apex Funding,Pier Asset Mgmt,0.06,0.008
L100330,412062.35,395552.36,5.33,665,96.0,47.5,33,327,WA,Condo,Coastal Mortgage Co,Northgate Servicing,0.14350000000000002,0.014866666666666667
L100331,303499.98,295394.4,8.421,630,59.7,37.3,38,322,FL,SFR,Apex Funding,Summit Loan Servicing,0.049999999999999996,0.014056666666666665
L100332,190113.08,186500.38,8.414,729,92.3,34.0,28,332,CA,Condo,Apex Funding,Summit Loan Servicing,0.06,0.008
L100333,170279.92,164318.1,7.869,713,86.3,21.7,44,316,FL,SFR,Highline Capital,Pier Asset Mgmt,0.06,0.008
L100334,245603.5,236247.12,7.548,688,80.9,23.0,45,315,TX,SFR,Highline Capital,Northgate Servicing,0.06,0.009423333333333334
L100335,158610.05,157401.04,6.324,720,63.7,21.3,8,352,IL,Multifamily,Coastal Mortgage Co,Pier Asset Mgmt,0.06901333333333333,0.008
L100336,191971.25,187068.78,7.45,820,75.8,39.0,31,329,TX,Multifamily,Highline Capital,Summit Loan Servicing,0.06,0.008
L100337,270818.28,264342.49,6.313,761,68.3,25.1,24,336,NY,SFR,Highline Capital,Northgate Servicing,0.08748,0.008
L100338,363799.88,341693.88,5.002,773,74.3,46.0,46,314,TX,SFR,Meridian Home Loans,Pier Asset Mgmt,0.15990000000000001,0.008
L100339,300458.98,293977.1,7.753,761,71.0,36.2,28,332,NC,SFR,Apex Funding,Summit Loan Servicing,0.06,0.008
L100340,108885.12,108802.94,7.416,796,49.5,34.0,1,359,IL,SFR,Meridian Home Loans,Summit Loan Servicing,0.06,0.008
L100341,270094.82,260880.29,6.372,705,87.5,29.2,10,170,CA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.07046666666666666,0.008796666666666666
L100342,249000.89,246992.62,5.297,602,73.0,41.0,7,353,CA,SFR,Meridian Home Loans,Summit Loan Servicing,0.06986833333333334,0.018433333333333336
L100343,280649.43,277722.58,5.872,705,68.2,29.6,10,350,IL,SFR,Coastal Mortgage Co,Northgate Servicing,0.0788,0.008
L100344,427484.53,424779.39,4.761,760,67.3,28.1,5,355,GA,SFR,Apex Funding,Summit Loan Servicing,0.07865833333333333,0.008
L100345,117932.37,114131.45,7.251,662,78.3,45.5,37,323,TX,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.013263333333333334
L100346,197424.95,191405.31,4.957,705,63.3,38.8,24,336,NY,Condo,Meridian Home Loans,Northgate Servicing,0.14172,0.008
L100347,298587.18,289449.4,6.658,677,46.9,34.1,32,328,NC,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.07709999999999997,0.008
L100348,139586.81,131782.1,5.641,798,78.9,41.1,47,313,IL,SFR,Apex Funding,Northgate Servicing,0.12795,0.008
L100349,407005.58,391178.6,5.116,756,80.2,36.1,31,329,TX,Condo,Highline Capital,Pier Asset Mgmt,0.1542,0.008
L100350,276212.23,270242.25,6.615,751,71.6,39.1,23,337,NY,Condo,Meridian Home Loans,Pier Asset Mgmt,0.07475833333333333,0.008
L100351,326538.91,322264.34,6.1,749,60.2,29.5,13,347,TX,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.07950000000000002,0.008
L100352,198822.89,192495.93,7.154,713,75.1,52.6,36,324,WA,Condo,Meridian Home Loans,Pier Asset Mgmt,0.06,0.008316666666666667
L100353,322809.39,313475.88,5.259,726,56.4,31.4,24,336,OH,SFR,Meridian Home Loans,Pier Asset Mgmt,0.12963999999999998,0.008
L100354,352908.83,304222.23,5.718,650,61.7,48.4,36,144,NY,SFR,Meridian Home Loans,Summit Loan Servicing,0.11410000000000001,0.012996666666666667
L100355,263420.61,262693.61,4.251,595,65.0,34.5,2,358,FL,SFR,Highline Capital,Pier Asset Mgmt,0.059163333333333325,0.0179
L100356,263561.05,260714.43,4.434,723,84.1,42.5,8,352,TX,Multifamily,Highline Capital,Northgate Servicing,0.09421333333333333,0.008
L100357,266897.54,265623.22,8.018,733,69.6,41.9,7,353,AZ,Multifamily,Apex Funding,Summit Loan Servicing,0.06,0.008
L100358,179481.81,175278.52,8.275,782,68.6,45.2,33,327,WA,Condo,Coastal Mortgage Co,Northgate Servicing,0.06,0.008
L100359,230582.72,225000.81,6.483,801,97.0,29.3,25,335,FL,2-4 Unit,Highline Capital,Summit Loan Servicing,0.08154166666666668,0.008
